Sentence,Unigram_Add-One,Unigram_Add-K,Unigram_Token-Type,Bigram_Add-One,Bigram_Add-K,Bigram_Token-Type,Trigram_Add-One,Trigram_Add-K,Trigram_Token-Type,Quadrigram_Add-One,Quadrigram_Add-K,Quadrigram_Token-Type
"<s> "" ""गेम हमारा ख़त्म कर दिया. </s>",-95.32901684739213,-95.31070576633284,-132.39480245359016,-162.51935422259,-162.51892903121612,-165.34613790020114,-165.78612669557128,-165.78612669557128,-165.78612669557128,-138.15510557964274,-138.15510557964274,-138.15510557964274
<s> भारत ने नौवीं बार किसी सिरीज़ को क्लीन स्वीप किया. </s>,-112.88058939879369,-112.85170313340073,-170.9529589821086,-222.75519346962685,-222.74486218191288,-233.7419570638154,-257.159854974059,-256.65058204073887,-264.8029993836781,-248.67919004335693,-248.67919004335693,-248.67919004335693
<s> 2019 में वो 19वें स्थान पर रही थीं. </s>,-100.68044231743869,-100.65513213842623,-157.5955966673684,-164.13674149058897,-164.12218480116474,-178.49166200526463,-186.0997566107516,-185.0809015454262,-198.03408332692453,-193.41714781149983,-193.41714781149983,-193.41714781149983
<s> gov. </s>,-33.736709366801094,-33.73036850811135,-50.94452183931885,-55.262042231857095,-55.262042231857095,-55.262042231857095,-27.631021115928547,-27.631021115928547,-27.631021115928547,0.0,0.0,0.0
"<s> वो टीम का हिस्सा थे, उन्होंने टीम का हौसला बढ़ाया. </s>",-118.99784495796692,-118.96662928731222,-185.142390977732,-190.6110395369701,-190.59814448142544,-205.6846635799702,-258.54781012681366,-258.0379878434135,-264.8031554363473,-248.67919004335693,-248.67919004335693,-248.67919004335693
"<s> "" प्रियंका गांधी के अनुसार, ""तीसरी मांग, हेमंत सोरेन और अरविंद केजरीवाल को तत्काल रिहा किया जाए. </s>",-221.1499709347256,-221.1034262371703,-306.39480002196547,-352.50391841141686,-352.4830042960916,-371.04260374461705,-420.76079452563977,-419.24151345570397,-435.2063020435817,-442.09633785485676,-442.09633785485676,-442.09633785485676
<s> ईरान ने जवाबी कार्रवाई करते हुए हवाई हमले किए. </s>,-99.81753524183955,-99.7865132706865,-158.37987817080253,-165.1003346103279,-165.08631807949115,-178.0083204855232,-182.54002385214508,-180.51362214804675,-202.65101894747818,-193.1805439493387,-192.18301876721617,-200.4269053883139
<s> रोहित के आउट होने के बाद पिच पर आए कैमरुन ग्रीन. </s>,-111.3726144305158,-111.35746364571875,-182.26711487263182,-196.5592124124284,-196.53839914980472,-219.05511523108066,-232.37434001404614,-230.34138703631373,-257.9115907232552,-244.52381490750525,-243.50520833357808,-255.68893406751383
<s> आईसीएआर-एनआरसी ने मिथुनों और उनके बछड़ों के रात में ठहरने के लिए बांस के तारों की मदद से बाड़ा बनाने में भी किसानों की मदद की है. </s>,-252.88139478653315,-252.8205377264996,-416.5329027047726,-488.35041045399595,-488.32021892054325,-534.5038202121625,-627.6805928638454,-624.1332615208369,-665.487792375908,-718.4065490141422,-718.4065490141422,-718.4065490141422
"<s> लेकिन
अच्छा है कि सीएम (अरविंद केजरीवाल) ने खुद इस बारे में बात की है. </s>",-148.91546480008432,-148.8841128531342,-248.74742574990546,-262.74988043118117,-262.72107334581267,-301.34585857152115,-308.234474186483,-305.20085992990016,-345.42231808426845,-354.30655141565296,-353.2871698596475,-366.21301131921626
<s> उन्होंने कहा है कि यह संशोधन सरकार के बारे में पूरी तरह से ग़लत सिद्धांत पर आधारित है. </s>,-147.6697774336928,-147.61095790651618,-273.8153293014054,-265.1487787472263,-265.11564809561514,-327.81369927154657,-321.75063611892176,-317.2033455201912,-393.7829450411494,-359.2607793728996,-355.7128132057918,-397.55285496816305
<s> इस समझौते के तहत बू अब्दुल का पद बरक़रार रहना था और मुसलमानों की धार्मिक आज़ादी को सुनिश्चित किया जाना था. </s>,-196.5087916241969,-196.4537455403168,-315.7299590649004,-394.3947018161084,-394.36952140362405,-425.1706699721517,-499.27415118465956,-496.7539286997241,-522.7163597576025,-523.9020475464536,-522.8948249381558,-531.999157757745
<s> इससे निबटना देरना और सरकार की क्षमता के बाहर है. </s>,-119.59771642996822,-119.58530199548832,-183.2503896135286,-196.62040397679246,-196.60211609540178,-219.66051316604828,-242.4991181547665,-241.48147366880315,-253.29615925755974,-248.67919004335693,-248.67919004335693,-248.67919004335693
<s> वो रोज़ कसरत करते हैं. </s>,-72.40668784170512,-72.38924992326368,-105.12495013616525,-147.74675348428227,-147.74364059354838,-151.74450653079577,-138.15510557964274,-138.15510557964274,-138.15510557964274,-110.52408446371419,-110.52408446371419,-110.52408446371419
"<s> ""       चंद्रशेखर ने कहा, ""10-12 दिन कांवड़िये चलते हैं, मैं पश्चिम उत्तर प्रदेश क्षेत्र से आता हूं, सभी रूट ब्लॉक हो जाते हैं, जब रूट ब्लॉक होते हैं तो लोगों को तमाम समस्याओं का सामना करना पड़ता है, बीमारों को भी परेशानी होती है. </s>",-489.697131849448,-489.59203680304176,-711.4602896233694,-906.7815549678726,-906.740977770512,-962.503002679293,-1092.4748603816724,-1088.916682244705,-1135.2149129470827,-1155.3550607949878,-1154.3356558277223,-1167.512617130296
<s> फ़िल्म का नाम भी बदल कर 'दुनिया का मेला' रख दिया गया. </s>,-151.11476865396318,-151.0802037946551,-225.4063961514369,-248.02123428849123,-248.0069563871694,-260.9445418787214,-313.23832297820553,-312.72911903957686,-320.0651576091488,-303.941232275214,-303.941232275214,-303.941232275214
<s> सऊदी अरब का समर्थन प्राप्त एलआईवी गोल्फ़ के साथ आश्चर्यजनक समझौते के बारे में खिलाड़ियों से राय नहीं ली गई और उन्हें मंगलवार को ही मीडिया के ज़रिए इस विलय का पता चला. </s>,-302.6433924008558,-302.54647427005887,-500.59534033516206,-530.5885763959916,-530.5500936516079,-588.2129634115099,-776.3871692805182,-772.336856080047,-819.7638286052596,-884.1926757097135,-884.1926757097135,-884.1926757097135
<s> '' बुमराह को जबरदस्त तारीफ़ अपने ही टीम के सूर्यकुमार यादव से मिली. </s>,-147.66266384274823,-147.62665284177635,-223.54835669575763,-277.45602574536707,-277.44220853871104,-288.5841296271001,-343.70732360769443,-343.2039577473158,-347.6962652070655,-331.57225339114257,-331.57225339114257,-331.57225339114257
<s> मीर जान अपहरण के एक दिन बाद एक बड़ी टेक कंपनी में काम शुरू करने वाले थे. </s>,-148.10301826689042,-148.04679129191638,-263.1395828135398,-277.0173298009254,-276.9925790776591,-314.81612736269307,-351.06612286754716,-347.5123267789234,-389.178110366402,-425.86683576022324,-425.3571008482694,-431.7856961687364
"<s> उन्होंने कहा, ""गुज़रा वक्त इसराइल के लिए अच्छा रहा है और उसके सामने सुनहरा भविष्य है. </s>",-184.76303762813595,-184.71802335835915,-277.9418287491298,-307.1648669963231,-307.1474971462802,-342.54035990406476,-369.12982269692867,-367.13583875409086,-396.0676546222626,-400.3706416702674,-399.86904525353566,-404.1546849092744
"<s> सूर्यकुमार ने पथिराना की गेंद को थर्डमैन क्षेत्र में गेंद की गति का इस्तेमाल करके छक्के के लिए खेला, पर वहां मौजूद मुस्तफ़िज़ुर ने उछलकर गेंद को पकड़ लिया. </s>",-303.2231958273992,-303.16483051028507,-461.6507660139492,-571.8044319446301,-571.7764847936457,-603.8733743423254,-752.9108439798612,-751.3951771410125,-766.7785583177208,-773.6685912459993,-773.6685912459993,-773.6685912459993
"<s> आज इस पर यक़ीन करना भले मुश्किल हो, लेकिन एक समय ऐसा था जब हिंदू टीम का मुक़ाबला मुस्लिम टीम से होता था, मुस्लिम टीम का मुक़ाबला पारसियों की टीम से होता था. </s>",-320.5945766133311,-320.5202479317442,-505.63067120976353,-687.7969455994308,-687.7556695856092,-728.8733977159286,-815.321185781195,-812.2893140906101,-842.7816020578799,-856.506661526849,-855.5087466159034,-863.5714126213539
<s> इस योजना के वर्तमान दौर में स्कीमों की मंज़ूरी और क्लब की मिल्कियत को बदलने के साथ-साथ कई स्पोर्ट्स क्लब का निजीकरण शामिल है. </s>,-233.8628119122873,-233.8198545999739,-366.77397854996246,-484.0348679674614,-484.0192857306313,-508.1091117552859,-592.6339112065978,-590.611682327773,-617.116135494692,-618.4997150049261,-617.9894122907759,-625.2028306681564
<s> तब मेरी एक बड़ी अम्मी ने आकर कहा- तेरी मां ने तेज़ाब पी लिया है. </s>,-175.922911852234,-175.8985069093193,-252.78883718927455,-347.89916160210333,-347.88870555005207,-357.8845332227052,-414.4653167389282,-414.4653167389282,-414.4653167389282,-386.83429562299966,-386.83429562299966,-386.83429562299966
"<s> लेपोनेन कहते हैं, ''एक समय में 200 ऑफिसर इस केस पर लगे हुए थे. </s>",-189.30459712051754,-189.2668755718111,-266.6748953164576,-317.70104208561344,-317.6882938942188,-330.24801132673184,-371.5662329258574,-371.0648474533055,-375.32728741650493,-359.2032745070711,-359.2032745070711,-359.2032745070711
<s> बहुत से लोग फ़िल्म देखने के बाद प्रतिक्रियाएं ज़ाहिर कर रहे हैं. </s>,-117.33758259254455,-117.29887872521941,-196.53731585802797,-248.56318903551667,-248.54465975599837,-274.72582959855606,-276.8364785684717,-275.3061978379486,-297.0509752904052,-288.1710344639906,-287.66192457824013,-293.630594705958
"<s> पिछले एक साल में उनकी कप्तानी में ऑस्ट्रेलिया ने टेस्ट चैंपियनशिप जीता, वनडे विश्व कप में चैंपियन बने और यहाँ काव्या मारन की टीम को फ़ाइनल तक ले आए. </s>",-274.6127700463838,-274.53392622431215,-435.9383212385563,-492.52271474634057,-492.48927014827717,-534.1545252700917,-662.4220487537646,-658.3567903977525,-709.2431094289299,-742.3857182107184,-741.3681446477528,-753.0473172493976
<s> इसीलिए अब तक सभी अंतरिक्ष यान चंद्रमा के भूमध्य रेखा के करीब उतरे. </s>,-134.8749820284589,-134.83572600052034,-210.18238414904224,-272.47608536211146,-272.4597955948144,-288.5604625339681,-359.2032745070711,-359.2032745070711,-359.2032745070711,-331.57225339114257,-331.57225339114257,-331.57225339114257
"<s> "" मुख्यमंत्री अरविंद केजरीवाल के पास कोई मंत्रालय नहीं था. </s>",-99.37244881480606,-99.33774888385126,-170.78940752852088,-201.0436550495528,-201.0261156774405,-219.6741259085225,-222.9200561849496,-221.3935831884762,-241.78900095191545,-233.79388705120408,-233.28721934646074,-238.3685566210332
<s> '' राहुल गांधी के भाषण को विनोद शर्मा एकदम दुरुस्त बताते हैं. </s>,-144.8355859326278,-144.79825540187286,-211.66296026227715,-280.5277431187819,-280.51969501807764,-289.0224340793832,-297.52649994824804,-296.51367356925573,-308.558119880954,-303.941232275214,-303.941232275214,-303.941232275214
<s> तब इन टीमों के 10 प्वॉइंट्स हो जाएंगे और फ़ैसला नेट रन रेट से किया जाएगा. </s>,-154.68131841847242,-154.63829363755937,-250.24944212164874,-299.1310176162843,-299.120410315176,-315.34311636171,-409.8436452901784,-408.83061170149875,-419.08230841931635,-414.4653167389282,-414.4653167389282,-414.4653167389282
<s> इसराइल पर हमास के हमले और उसके बाद इसराइल की सख़्त सैन्य प्रतिक्रिया ने ईरान के लिए और मुश्किल हालात पैदा कर दिए. </s>,-206.1716365982438,-206.10507005623032,-340.65880740327634,-441.3632819281834,-441.34844209373256,-466.180087061626,-581.9957555303813,-580.5014828753358,-600.9921027139102,-607.882464550428,-607.882464550428,-607.882464550428
<s> गृह मंत्री ने कहा है कि संपत्ति क़ानून के उल्लंघनों की जांच की जाएगी. </s>,-123.88701500600695,-123.84691301767448,-220.02897905562332,-236.9270670309491,-236.9069379244519,-273.63307055461877,-271.4661394473574,-268.4165848717408,-317.7890134451923,-295.63296231738985,-293.60705731589474,-317.9604833800782
<s> बीजेपी की अगुवाई में एनडीए ने भी तैयारी शुरू कर दी है. </s>,-108.31780256222083,-108.27696776044932,-195.5026362482446,-174.7233090629183,-174.69755590687737,-204.73503350391013,-257.50852177438844,-255.46973351780463,-285.54319590751925,-287.318884958633,-286.80879757117384,-293.63058521015023
<s> 243. </s>,-33.736709366801094,-33.73036850811135,-50.94452183931885,-55.262042231857095,-55.262042231857095,-55.262042231857095,-27.631021115928547,-27.631021115928547,-27.631021115928547,0.0,0.0,0.0
<s> लेकिन 'जवान' इस सप्ताह रिलीज़ होने वाली एकमात्र फ़िल्म है. </s>,-128.75027549102015,-128.71937575624085,-186.42679841284644,-222.17470966770955,-222.17038641130102,-233.7014587177321,-261.08964569803845,-260.5886311654871,-264.80320315159616,-248.67919004335693,-248.67919004335693,-248.67919004335693
"<s> ” वह बताती हैं कि वहां पाकिस्तान, भारत और बांग्लादेश के लोगों को जो जगह दी गई थी वह पहाड़ों के बीच गहराई में थी और वहां लोग घुटने का शिकार हुए. </s>",-287.3377263274885,-287.2410351888424,-488.5938360332399,-540.7206904749132,-540.672848653329,-602.7891981690503,-697.8566562228023,-692.2865910800426,-757.6146479906616,-814.1036180386452,-812.6021357458623,-825.6297580530505
"<s> "" नीरज को जब पीएम नरेंद्र मोदी ने फोन किया तो इसी बार में पूछा. </s>",-129.8972829063662,-129.84679322554388,-236.618002628737,-246.41332468584582,-246.390812161093,-273.6456748992533,-343.5089498437013,-341.4748741190397,-368.43671499543575,-370.5782834214326,-370.06853142887803,-376.52365363637944
<s> उन्होंने कहा कि अगर प्रदर्शनकारी डॉक्टरों या परिवार को पुलिस पर भरोसा नहीं है तो वो सीबीआई या किसी दूसरी एजेंसी से भी इस घटना की जांच की मांग कर सकते हैं. </s>,-240.98954093702412,-240.88570907795017,-461.0469181337959,-463.8129511444346,-463.7420719946526,-560.2840503347561,-624.7974581297183,-617.6950120637676,-723.084245750397,-718.9519422206556,-714.4186034919701,-763.764882348288
"<s> "" कथित ज़मीन घोटाला मामले में झारखंड हाई कोर्ट से
ज़मानत मिलने के बाद जेएमएम के नेता और झारखंड के पूर्व मुख्यमंत्री हेमंत सोरेन
ने शनिवार को रांची में एक जनसभा को संबोधित किया. </s>",-286.4387709737306,-286.33648556156766,-485.4169563811415,-529.3460619380579,-529.2829803061572,-601.826531131152,-682.456682362555,-674.839872533393,-766.848492661867,-852.5562708356891,-850.5352015062089,-870.5811619944366
<s> हथियारों की बरामदगी की घटना के बाद 'द टेलीग्राफ अखबार' ने त्रिपुरा के तत्कालीन पुलिस महानिदेशक जी. </s>,-196.92860074567884,-196.88255527902564,-289.2168187132014,-336.9340413172781,-336.92018809045885,-356.8120263187767,-416.5809297634603,-415.0608339848655,-435.20586810106363,-425.6394033617938,-425.1294515038195,-431.7856933139865
"<s> कहा जाता है कि चूंकि बच्चे ख़ुद खाना खा रहे होते हैं, ऐसे में वे समझ जाते हैं कि पेट भर गया है और अब और खाना नहीं खाना है. </s>",-260.4273328750936,-260.33342097896707,-449.26495677576565,-469.713202241603,-469.6749522522858,-533.03742841615,-648.6763275327306,-643.6246318191736,-713.8584632271911,-737.7900349589472,-735.7702518882977,-760.0569995219503
<s> ध्यान भटकाने पर बात हो रही है. </s>,-78.38407907332538,-78.3605915254091,-130.97667257381974,-138.7062817223402,-138.69487132104757,-150.84883989012377,-176.34956751780152,-175.84035177980775,-181.9101180334397,-165.78612669557128,-165.78612669557128,-165.78612669557128
<s> पाकिस्तान का मीडिया भी इस पर ख़बरें कर रहा है. </s>,-94.02997257958691,-93.9970609302676,-169.8335572438381,-186.21902044993269,-186.20502414546814,-205.64808512411383,-242.75114699734397,-241.7345733630649,-253.29616343276692,-248.67919004335693,-248.67919004335693,-248.67919004335693
<s> यह अपना काम अच्छे से कर रहा है. </s>,-79.05208222806834,-79.0236002186505,-143.86758730258856,-146.54814570064008,-146.5392737956354,-164.3594235964552,-204.90659524878825,-204.39976689368072,-209.54115475640174,-193.41714781149983,-193.41714781149983,-193.41714781149983
"<s> और पढ़ने के लिए 
क्लिक करें
. </s>",-52.069389168272124,-52.04110792363152,-114.53643020664188,-81.47114839324118,-81.46218199922733,-107.51676178887627,-124.8311070345422,-122.8314690516829,-147.38870181745693,-137.10401416485067,-136.0980948992465,-145.1648619544438
<s> 1 की औसत और 72. </s>,-59.96723591899876,-59.94831301753357,-103.13944771649363,-102.85071360309543,-102.84365722445231,-109.64595828736205,-122.73618927907056,-122.23346964430324,-126.64809667728088,-110.52408446371419,-110.52408446371419,-110.52408446371419
<s> इस समय भारत की सेना के पास मौजूदा टेक्नोलॉजी से उन मुश्किल सीमाओं की निगरानी करना आसान नहीं है. </s>,-164.45876494884598,-164.39609640505606,-288.9456123477301,-320.5252773144111,-320.5009379094424,-355.8550724529298,-425.32826282298686,-422.3013749398874,-455.9470903462734,-483.6138316385081,-483.1160394034496,-487.0477486477123
<s> '' ''उनका आशीर्वाद आत्मनिर्भर भारत के संकल्प को नई ऊर्जा प्रदान करेगा. </s>,-160.77575553092137,-160.74145562179544,-225.5805888495056,-250.9232679661242,-250.91282377578833,-260.94422639114134,-299.31609640497186,-298.30245566084113,-308.55822514847574,-303.941232275214,-303.941232275214,-303.941232275214
<s> अब यही संक्रमण अंटार्कटिका में समुद्री पक्षियों में भी हो रहा है. </s>,-117.5248074133134,-117.48757657887303,-196.18759343879384,-241.51228824640432,-241.5042505192586,-260.8373517914417,-282.51989366915205,-281.0063697550445,-297.05119010281646,-290.53956322095485,-290.04708936024304,-293.6306011066637
<s> यही वो चीज़ थी जिसने मुझे जंग के पहले महीने के दौरान संभाले रखा. </s>,-136.88064931149526,-136.8350402489938,-223.69375215117438,-270.1282892817711,-270.1178203526172,-288.0622712080601,-339.1363902317937,-337.6229079717066,-352.31325400483973,-359.2032745070711,-359.2032745070711,-359.2032745070711
<s> वो कहते हैं कि सरकार इस संपत्ति को अपने कब्ज़े में लेकर सबको बाँट देगी. </s>,-140.1594320969148,-140.12049815766025,-236.22669330345113,-271.4169153911055,-271.394908283016,-301.662725235882,-326.14669789277707,-323.603887776169,-356.92961668724007,-341.9564248503493,-340.44141454806896,-355.902390427805
<s> यह ऐतिहासिक उपलब्धि हर भारतीय की है. </s>,-79.04584037203418,-79.02076094861572,-130.78601804240756,-158.48220426276208,-158.48004145101544,-164.823809316284,-193.41714781149983,-193.41714781149983,-193.41714781149983,-165.78612669557128,-165.78612669557128,-165.78612669557128
"<s> पेरिस में ओलंपिक आयोजन के मद्देनज़र सुरक्षा संबधी कई पाबंदियां होंगी, जिससे शहर के कई लोग चिढ़े हुए हैं. </s>",-208.48737894127103,-208.468340730726,-304.16989475023775,-410.952539145688,-410.9396577363003,-426.28654008536,-475.67068323277056,-474.1522450974022,-490.4683290665437,-497.35838008671385,-497.35838008671385,-497.35838008671385
"<s> पेशेवर खेल हो या एडवेंचर स्पोर्ट्स, जैसे स्काई डाइविंग या डीप सी डाइविंग, अंकिता किसी अनुभव से ख़ुद को दूर नहीं रखतीं. </s>",-259.57871021543366,-259.52320521138483,-361.0596035369693,-529.1288259388905,-529.1227292144717,-537.2705114659833,-592.4638225523639,-591.9612857104082,-596.3754556480934,-580.2514434344995,-580.2514434344995,-580.2514434344995
<s> वर्ल्ड कप के लिए क्वालिफ़ाई करने के लिए श्रीलंका को अपना सर्वश्रेष्ठ प्रदर्शन करना होगा और यह इतना आसान भी नहीं होगा. </s>,-185.96598490096522,-185.94478943385877,-328.1666263899427,-328.7356054202417,-328.6935743049935,-381.81711944699776,-422.5385144340003,-417.0031040942184,-481.299805584262,-537.3967915751864,-535.8899548924574,-549.31954638291
<s> लेकिन जब एक साल बाद यह वीडियो सार्वजनिक हुआ तो बहस का मुद्दा सरकारी नियुक्तियों में फ़र्स्ट लेडी का दखल नहीं बल्कि दो हज़ार डॉलर का एक डिज़ाइनर हैंड बैग बन गया. </s>,-289.0282784005024,-288.9465784677864,-465.1731485218415,-634.084107978246,-634.0518807765335,-673.1430982128699,-817.4837201781588,-815.4624337345487,-838.1645150487614,-856.561654593785,-856.561654593785,-856.561654593785
<s> 30 शेयरों वाले संवेदी सूचकांक सेंसेक्स 5. </s>,-93.47340796968695,-93.44983104173316,-132.3397377118008,-160.1049722811387,-160.0967365834726,-164.91340559772803,-176.82876506255087,-176.3204441001243,-181.91012787477783,-165.78612669557128,-165.78612669557128,-165.78612669557128
"<s> इतिहास को फिर से लिखने की कोशिश हो रही है, चाहे किताबें हों या फ़िल्में. </s>",-158.38055560506726,-158.33369916657983,-251.01635084669684,-279.15764744880573,-279.1403935149992,-301.69147455283473,-362.3329503450416,-360.80746050324353,-379.94407294211254,-371.7361776399198,-371.2286937822057,-376.52366150951843
"<s> इसके जवाब में उन्होंने कहा, ""हम भारत सरकार से भारतीय जांच कमेटी के नतीजों के आधार पर जवाबदेही की उम्मीद करते हैं. </s>",-217.9089781926798,-217.84343793692818,-355.5950863317638,-377.96468510706296,-377.92276789393674,-424.80894448130664,-484.8332344475394,-481.27868626863625,-527.3318555141032,-549.6518528683694,-548.6399880705575,-559.6301666733215
<s> भारत के लिए गर्व का क्षण है. </s>,-75.84071259807169,-75.81592558720261,-129.3399960261492,-118.48218013913755,-118.47348547072721,-136.33151968405767,-123.31007805796142,-121.31202561681106,-147.38860419534626,-135.73991895186913,-134.7303999649269,-145.16485450199983
<s> सभाओं और रैलियों में पहले जितने लोग शामिल नहीं होते. </s>,-102.9539658683953,-102.92059052985441,-170.20400344038114,-225.74805048029697,-225.74056371279983,-233.7671328325722,-276.3102111592855,-276.3102111592855,-276.3102111592855,-248.67919004335693,-248.67919004335693,-248.67919004335693
<s> पालवन में रहने वाले दलित परिवार दशकों से 'दलित श्मशान' के रूप में सूचीबद्ध स्थल पर अंतिम संस्कार करते रहे हैं. </s>,-239.04597771683785,-238.98668423920756,-357.78189694343575,-421.1758649804872,-421.1497416101111,-453.39282166743567,-522.6828279601759,-521.1593239435372,-545.7264942037272,-538.7555048062613,-538.256880328049,-542.3097907593977
<s> इसके अलावा वो इंग्लैंड को हराकर भी भारी उलटफेर कर चुके हैं. </s>,-119.88975508939566,-119.85040068497733,-198.00308074882716,-240.21603957345363,-240.19893815096927,-260.80628607367464,-293.9500919776468,-292.94135073808866,-308.55592063443555,-289.153965362555,-288.6481622424506,-293.63059912336286
<s> इस प्रक्रिया में किसी तरह के सबूत नहीं पीछे छूटते हैं. </s>,-107.30458473483722,-107.2725652274277,-182.5929028522324,-193.09761775713866,-193.07588655375235,-219.0633233398106,-233.60645217142567,-231.5800159241454,-257.91303274597055,-246.49314739353593,-245.4803885370498,-255.68894359343165
<s> लंबे समय से चोटिल चल रहे युवा बल्लेबाज श्रेयस अय्यर ने 20 मैचों में चौथे नंबर पर बल्लेबाजी की थी. </s>,-183.70589056619872,-183.64110930187562,-303.256234066778,-312.94321954121335,-312.9161173662514,-341.64174110689817,-433.61677523359924,-430.06307491083385,-472.0708630332834,-480.52285895101585,-479.0121861526918,-494.05749390395476
<s> अब कम से कम हम पड़ोसियों के तौर पर ही एक दूसरे के साथ रहना सीख लें. </s>,-142.88776482658886,-142.83155172139325,-261.59986118542383,-267.01057859982086,-266.9766507683994,-314.5537966211858,-327.103789668069,-323.0515998058623,-377.6693073357598,-384.3243228062279,-382.3213024225845,-400.8538006797791
<s> उनकी स्थिति गंभीर थी और उन्हें एक ऑक्सीजन बेड की बेहद ज़रूरत थी. </s>,-124.58252306712765,-124.53869481051962,-210.9679191536731,-229.5077049053316,-229.49375533251705,-246.4705504793767,-326.65202724048254,-325.6382116462782,-336.18924318288407,-331.57225339114257,-331.57225339114257,-331.57225339114257
"<s> एक बॉक्स जिस पर हम सही का निशान लगाना चाह रहे थे, वह था-निडर होकर क्रिकेट खेलना. </s>",-198.7941220659647,-198.74405672823283,-293.7737102546433,-386.24721144319403,-386.23902391203956,-399.0703192957582,-469.7273589707853,-469.7273589707853,-469.7273589707853,-442.09633785485676,-442.09633785485676,-442.09633785485676
"<s> मनु भगवान विजयलक्ष्मी पंडित की जीवनी में लिखते हैं, ""जब एक मुलाकात के दौरान विजयलक्ष्मी ने इस संभावना के बारे में इंदिरा से पूछा तो उन्होंने बहुत साफ़गोई से जवाब दिया. </s>",-309.84047429538253,-309.84054772458995,-474.56313225241706,-609.4635297122018,-609.437212855732,-645.4061961669029,-769.4625231569403,-766.9293800480555,-799.0228329618483,-801.2118281499576,-800.2134765327382,-808.3093703594465
<s> ये तारीख मस्जिद की मेहराब में अफ़ज़ल खान के नाम के साथ दर्ज है. </s>,-133.85228879195157,-133.8354390595711,-221.01712186306682,-305.1596340859393,-305.14313218626216,-329.9671145433748,-352.5561321719189,-351.5392847877438,-363.8202308980147,-344.36005484375204,-343.8535464829787,-348.8926412049477
<s> साक्षी ने जब यह बात अपने पिता को बताई तो उन्होंने न सिर्फ़ बेटी के इस फ़ैसले का साथ दिया बल्कि उन्हें धूम-धाम से वापस घर ले आए. </s>,-245.47449329228968,-245.38790524842742,-423.71833382672435,-428.8894104897084,-428.85810090161067,-464.45485016907526,-661.3978411169835,-657.8579065422729,-693.1194843945685,-746.0375701300708,-746.0375701300708,-746.0375701300708
<s> (एक व्यक्ति कई तरह के लोन ले सकता है) व्यक्ति लोन लेने के बाद उस पैसे का क्या कर रहा है? </s>,-198.11106404021606,-198.04504468155423,-331.04385235786384,-365.2299625852823,-365.2071461928787,-397.1314093911441,-493.97988498085607,-491.4515699957177,-522.71603094294,-552.620422318571,-552.620422318571,-552.620422318571
"<s> "" पिछले साल आयोजित COP28 जलवायु शिखर सम्मेलन में, कज़ाकिस्तान ग्लोबल मीथेन प्रतिज्ञा में शामिल हुआ. </s>",-214.37196974847856,-214.37130247292146,-281.1329200697293,-372.11132276533704,-372.1049411494123,-385.48302969235823,-442.09633785485676,-442.09633785485676,-442.09633785485676,-414.4653167389282,-414.4653167389282,-414.4653167389282
<s> पाकिस्तान के पूर्व कप्तान और तेज़ गेंदबाज़ वसीम अकरम ने तो ये तक कह दिया कि भारत वर्ल्ड कप का सबसे बड़ा दावेदार है. </s>,-216.62770127644535,-216.55338088066767,-357.38260538060854,-382.2375849214536,-382.2066200717084,-424.07376229576766,-507.3163389080327,-502.7417478173549,-559.58092000569,-575.5310495783942,-573.5032860483866,-594.2709499937432
"<s> साधारण भाषा में समझे तो ये एक ऐसा डिसऑर्डर है, जिसमें सामान्य लगने वाली आवाज़ें भी इससे पीड़ित व्यक्ति को चिड़चिड़ा कर देती हैं. </s>",-248.46106853585331,-248.4116814971544,-372.8406484767696,-530.5581580368539,-530.5359219915425,-550.4244391742506,-631.9964184067587,-630.9887971006491,-640.1304872876236,-635.5134856663566,-635.5134856663566,-635.5134856663566
"<s> “यह सभी संगठन सभी अनुभवों, टेक्नोलॉजी और हथियार आपस में साझा करते हैं लेकिन हिज़्बुल्लाह उन सभी गिरोहों में सबसे अधिक आधुनिकता और अनुभव रखता है. </s>",-290.180286745243,-290.1098013661313,-426.6840815350803,-566.2399138825405,-566.2196523487397,-591.5901047346019,-665.6996418659543,-664.1747984313895,-683.8853398026419,-690.7755278982137,-690.7755278982137,-690.7755278982137
<s> वाइटमोर बताते हैं कि नींद कच्ची हो या बार-बार टूटे तो दिमाग़ से कई टॉक्सीन (विषैले पदार्थ) बाहर नहीं निकल पाते. </s>,-277.7431758576973,-277.7144716050804,-375.0644830991201,-503.04436269848856,-503.02654273391107,-523.6172862931041,-543.5863404428486,-542.5672649116052,-557.2369937842301,-552.620422318571,-552.620422318571,-552.620422318571
<s> ” “दोनों पक्षों में कहासुनी के बाद मारपीट हो गई. </s>,-138.61308413115344,-138.58513516177763,-197.56660267764946,-209.97951448268293,-209.97319417247502,-219.54551746543493,-229.35797913651746,-227.8574133619335,-241.78917868818462,-248.67919004335693,-248.67919004335693,-248.67919004335693
<s> बताते हैं उन दिनों गुलज़ार कश्मीर में फ़िल्म 'आंधी' की शूटिंग कर रहे थे. </s>,-153.3340135759925,-153.29459844638197,-237.427938852576,-265.8199069439246,-265.80328688867166,-288.0797361230527,-334.55990842738913,-333.03115124898613,-352.31316970739914,-343.5696452893185,-343.06078032368816,-348.8926378393203
