Sentence,Add-One,Add-K,Token-Type
जनादेश  बदलाव  का  स्पष्ट  संकेत  दे  रहा  है ।,5.195612004159826e-29,5.340349613625437e-29,2.0448837839474586e-53
गौरतलब  है  कि  22 नवंबर  को  उमरेड - करांडला  अभयारण्य  में  भी  एक  गर्भवती  बाघिन  का  शव  मिला  था ।,5.282693380543723e-69,4.818437801277167e-69,6.974183475623215e-118
"1995 में  विक्टोरिया  सीक्रेट  ने  अपनी  - कॉमर्स  वेबसाइट  का  निर्माण  शुरू  किया , जिसे  कंपनी  ने  तीन  साल  के  विकास  के  बाद  शाम  6 बजे  लॉन्च  किया  4 दिसंबर  1998 , डोमेन  VictoriasSecret . c",3.718995154964075e-141,3.0931593208415164e-141,2.0062542246450613e-226
सुरक्षा  का  व्यवस्था  की  कमान  विघार्थी  परिषद्  एवं  बजरंग  दल  के  सदस्यों  के  हाथों  में  होगी ।,1.3791734094089615e-57,1.3621514959664557e-57,7.245501103029528e-100
गांधी  से  उनकी  मुलाकात  साउथ  अफ्रीका  में  हुई ।,6.723819760291643e-28,6.913954465715101e-28,2.5883967989751225e-53
अनिल  ओहरी  ने  चंबा  मेडिकल  कालेज  में  प्रिंसीपल  रहते  हुए  करीब  दो  करोड़  की  वित्तीय  अनियमितताएं  की  हैं ।,1.402269591477377e-65,1.4757583465230745e-65,1.6051001369992363e-112
इस  पूरे  मामले  को  ऐसे  समझने  की  कोशिश  करें  कि  विभाजन  के  बाद  पाकिस्तान  से  आए  लोग  दिल्ली  और  पंजाब  में  बस  गए  और  भारत  के  प्रधानमंत्री  इंद्र  कुमार  गुजराल) और  उप  प्रधानमंत्री  लाल  कृष्ण  आडवाणी) तक  बने ।,2.503695407171288e-125,2.334424865164703e-125,1.4758779114636196e-230
इस  मूवी  के  लीड  पेयर  यानी  खुद  सलमान  और  उनके  साथ  कटरीना  कैफ  मूवी  के  प्रमोशन  में  जुटे  हुए  हैं ।,7.479374369306244e-71,7.962437490497777e-71,5.121079928065363e-124
नयी  दिल्ली ।,1.7016048414371046e-09,1.7174940983620423e-09,4.264012610710279e-18
डीएम  ने  जांच  कराई  तो  युवक  ड्यूटी  करता  मिला ।,1.9089568911440384e-32,1.9691501451558511e-32,4.468968124788359e-60
शनिवार  रात  वह  अपने  पूरे  परिवार  के  साथ  घर  पर  ही  थे ।,1.7186583586769436e-35,1.7896535174440548e-35,5.295165777655137e-77
फोटो  में  शायद  आपको  ये  दृश्य  अच्छे  लग  रहे  होंगे ।,1.7698419149229804e-36,1.831137631799359e-36,6.609616884067612e-66
"यह  शहर  के  बीच  है , इसको  लेकर  भी  कर्मियों  में  नाराजगी  है ।",3.5374376429718054e-47,3.683121598079936e-47,1.5216711247795984e-87
्बठ्ठ) पर  देख  सकते  हैं ।,1.4493729650463112e-20,1.3536461209112577e-20,1.3494931556406773e-35
आई  रेड  इंटीग्रेटेड  रोड  एक्सीडेंट  डेटाबेस) एप  के  प्रथम  चरण  के  कार्य  पूर्ण  होने  के  बाद  अब  दूसरे  चरण  की  तैयारी  शुरू  हो  गई  है ।,1.3001802531512304e-86,1.3071592276488912e-86,1.1336916498799464e-153
"पूर्वी  सिंहभूम  जिला  अध्यक्ष  वलिराम  यादव , जिला  मंत्री  अभिमन्यु  सिंह , जिला  उपाध्यक्ष  वाई  शुक्ला , जिला  कोषाध्यक्ष  मुकेश  कुमार , सहायक  सचिव  सिंहभूम  ठेकेदार  मजदूर  संघ  अनिमेष  कुमार  दास , मंडल  सचिव  पोस्टल  कर्मचारी  संघ  सह  कार्यसमिति  सदस्य  भा  म  संघ  झारखंड  प्रदेश  अमरेन्द्र  कुमार  सिंह  एवं  अन्य  सदस्य  उपस्थित  हुए ।",3.659294039608745e-259,3.163873293305919e-259,0.0
स्मार्टफोन  में  वॉटरड्रॉप  नॉच  के  साथ  पांच  होल  डिस्प्ले  डिजाइन  दिया  जा  सकता  है ।,1.3659293488836416e-51,1.4195088345755786e-51,1.4925553786224445e-88
जिला  स्वास्थ्य  एवं  महामारी  नियंत्रण  अधिकारी  डॉ .,5.8249125562570915e-27,5.9715415521448945e-27,7.353237714106445e-49
"इस  तरह  धन  एवं  संपदा  पर  कुछ  ही  लोगों  का  कब्जा  होना , अनेक  समस्याओं  का  कारक  हैं , जिनमें  बेरोजगारी , भूख , अभाव  जैसी  समस्याएं  हिंसा , युद्ध  एवं  आतंकवाद  का  कारण  बनी  है ।",4.122531319107534e-169,4.548675031611129e-169,3.7714286187098824e-251
ये  काम  1 मार्च  से  जिले  में  शुरू  होगा ।,6.596641391874864e-28,6.805241907086289e-28,3.0447274815516476e-59
"बीते  23 अक्तूबर  को  छात्रा  स्कूल  ड्रेस  पहनकर  घर  से  स्कूल  के  लिए  निकली , लेकिन  वह  घर  वापस  नहीं  लौटी ।",1.2703833802256506e-81,1.3551311929456262e-81,4.843027998058641e-137
"इसके  साथ  ही  अगर  आप  अपने  नाभि  में  नियमित  रूप  से  नारियल  का  तेल  लगाते  हैं , तो  इससे  आपकी  हड्डियों  और  घुटनों  का  दर्द  दूर  होता  है ।",2.322714906164771e-100,2.528675379657484e-100,8.399535875105958e-178
साथ  ही  इस्लामिक  तहजीब  में  पूरी  तरह  से  ढ़लने  की  बात  करते  हुए  मौजूदा  दौर  के  हालात  मसलन  शादी  विवाह  के  मौके  पर  फिजुलखर्ची  पर  रोक  लगाने  को  कहा  गया ।,1.7100859628251775e-101,1.6482050470276013e-101,1.2889084989250396e-182
इसी  कारण  Motherboard का  चयन  काफी  सोच  विचार  करके  ही  करना  चाहिए  सभी  Motherboard सभी  प्रकार  के  components को  सपोर्ट  नहीं  करते .,1.5556468549291385e-81,1.569355506491683e-81,1.1034147679286351e-137
आम्रपाली  दुबे  के  साथ  उनकी  जोड़ी  दर्शकों  को  खूब  पसंद  आती  है ।,5.821377964647442e-43,6.057338718637286e-43,8.368847426725675e-77
वो  एक  आकर्षक  व्यक्ति  हैं  और  मैं  उनसे  मिलना  पसंद  करती  हूँ ।,7.412240420162143e-43,7.716616518757675e-43,7.007983362108859e-78
"ाजपूत , दिलीप  कानाणी , हितेष  जोतासणा  व  अन्य  को  आरोपी  बनाया  गया  है ।",6.106226888196657e-79,4.21359950563195e-79,1.7337005230709e-101
"सूरए  निसा  की  29 वीं  और  30 वीं  आयतों  में  क़ुरान  कहता  है , हे  ईमान  लाने  वालों , आत्महत्या  न  करो , ईश्वर  तुम्हारे  प्रति  दयालु  है ।",2.0184614506315211e-140,2.1155470031244246e-140,4.620708279465051e-191
वो  अपने  पीछे  दो  मासूम  बच्चों  को  छोड़  गई  है  जबकि  तीन  माह  पूर्व  ही  उसके  पति  की  मौत  हो  चुकी  है .,7.242748719709455e-69,7.779064355684259e-69,7.782058153444731e-137
"प्रदर्शन  में  भुवन  राम , विरेंद्र  कुमार , उमेश  कुमार , सरस्वती  देवी , कंचन , जसप्रीत  कौर , गुरू  तिब्बत , मो .",3.6136055370330345e-155,3.795800176061713e-155,4.688902325911469e-187
इस  लिहाज  से  देखा  जाए  तो  2020 भी  मुंबई  इंडियंस  के  लिए  अशुभ  साबित  हो  सकता  है ।,1.3989593667566643e-54,1.4787140175797956e-54,3.3486486701126833e-106
पैरों  में  कॉर्न  होने  की  समस्या  से  निजात  पाने  के  लिए  उस  जगह  पर  दबाव  की  वजह  को  दूर  करना  जरूरी  है ।,1.8899125879039145e-68,2.0255485968860116e-68,1.8243990822321133e-134
रेलवे  प्रशासन  ने  बताया  कि  प्रवासी  मजदूर  इस  ट्रेन  से  गाजीपुर  पहुंचाए  गए  हैं ।,7.351910045493532e-48,7.695018519606323e-48,4.784388167461422e-89
अलग - अलग  मंदिरों  की  जमीनों  की  जमीनों  के  अधिकार  में  यहां  करीब  तीन  लाख  एकड़  की  जमीन  है ।,1.0136924928779536e-60,1.0776354865938724e-60,4.487016917273225e-117
जिज्ञासा  और  विनीत  भाव  के  मेल  से  ही  आध्यात्मिक  ज्ञान  की  प्राप्ति  संभव  है ।,8.68783574023431e-50,9.090432279446126e-50,6.314467163458347e-88
प्लेनेटरी  रिसोर्सेस’ के  सह  संस्थापक  एरिक  एंडरसन  ने  कहा  कि  सौरमंडल  में  पृथ्वी  से  कई  गुना  बेशकीमती  संसाधन  मौजूद  हैं ।,1.1711057173295104e-81,9.091591403411107e-82,2.7764699407385903e-124
गौरतलब  है  कि  चुनाव  से  ठीक  पहले  प्रियंका  गांधी  उत्तर  प्रदेश  में  काफी  एक्टिव  दिखीं .,1.136174222135043e-50,1.193205861902433e-50,3.405400997785547e-95
हालांकि  कश्मीर  से  सेना  की  संख्या  कम  किए  जाने  की  कांग्रेस  की  घोषणा  पर  उन्होंने  कहा  कि  कश्मीर  से  सेना  को  हटाना  इतना  आसान  नहीं  है ।,8.738589467431222e-77,9.50045227996456e-77,1.5565973039960591e-158
"० बजे  से  कक्षा  प्रारंभ  होती  है  जिसमें  हाथ  से  करने  के  विविध  कार्य  जैसे  की  कण्डे  बनाना , चरखा  चलाना , बाती  बनाना , कापड़  बनाना , मिट्टी  से  गमले  और  दिया  बनाके  उसे  रंग  से  सुशोभित  करना  ऐसे  अनेक  कार्य  में  जुड़  जाते  हैं ।",2.767580687918332e-208,2.7923843897020222e-208,2.0390045936461235e-303
"दरअसल , अलवर  अपने  आप  में  ही  बहुत  खूबसूरत  है ।",1.5837852921291778e-41,1.6334709330936243e-41,5.938498472305481e-71
महिंद्रा  ग्रुप  के  चेयरमैन  आनंद  महिंद्रा  ने  ट्विटर  पर  कबड्डी  खेलते  हुए  लड़कों  का  एक  वीडियो  शेयर  किया  है ।,4.2944875653162495e-66,4.566119052086564e-66,2.893561316557111e-118
2 संघ  पर  गांधीजी  की  हत्या  के  अन्यायपूर्ण  आरोप  के  विरोध  में  कोई  भी  राजनैतिक  दल  सामने  नहीं  आया  था ।,1.8220107170318075e-64,1.9381805711781284e-64,1.8773005385392637e-123
वर्ष  1993 में  भूपेन्द्र  की  मौत  के  बाद  उनके  पुत्र  हर्षवर्धन  को  सम्पत्ति  की  देखरेख  के  लिए  अधिकृत  किया  गया  था ।,2.2263278818678896e-67,2.3794563696094457e-67,1.655998695564805e-128
ऐसे  में  उनकी  यह  कन्वर्टेड  किट  पुराने  वाहनों  को  इलैक्ट्रिक  वाहन  के  रूप  में  नए  सिरे  से  रोड़  उतारने  में  मददगार  साबित  हो  सकती  है ।,9.048677688273208e-89,8.897351478775176e-89,5.805980717185075e-153
कोर्ट  ने  कहा  है  कि  नेपाल  की  तरह  अगर  दिल्ली  में  भूकंप  आया  तो  मरने  वालों  की  संख्या  लाखों  में  होगी ।,3.4035767184784224e-63,3.644056676294372e-63,4.5790452866424515e-129
यूपी  के  महोबा  जिले  में  नशे  की  हालत  में  गुस्साए  पति  ने  पत्नी  को  लाठी - डंडों  से  मारपीट  कर  घायल  कर  दिया ।,4.453247428931983e-74,4.7918165821341645e-74,1.2410438471126332e-140
इस  घटना  से  यहां  रह  रहे  लोगों  में  भय  व्याप्त  हो  गया  है ।,3.337882009726795e-39,3.485666442910518e-39,3.1109485385415646e-82
"नई  दिल्ली , भाषा) ।",9.109448752501577e-25,9.223100455695767e-25,3.737349110571787e-36
राज्य  की  अर्थव्यवस्था  के  लिए  आय  का  मुख्य  स्रोत  कृषि  रही  है ।,4.039004752666564e-37,4.205074743791626e-37,5.155482786452169e-76
बायर्न  म्यूनिख  के  कोच  जुप  हेंक्स  इस  बात  को  समझ  चुके  हैं  कि  कोलंबिया  के  जेम्स  रोड्रिगेज  क्लब  के  लिए  भविष्य  में  महत्वपूर्ण  भूमिका  निभाएंगे ।,4.5905581350552156e-99,3.0688693209944383e-99,3.407166537146654e-153
जब  कोई  इंसान  अधिक  तनाव  में  होता  है  तो  वो  अपने  खाने - पीने  का  सही  तरीके  से  ख्याल  नहीं  रख  पाता  है ।,2.3750044780879895e-73,2.558406324094396e-73,5.6590216612839965e-142
03:16 PM चौका !,5.169495869369301e-22,4.360000669380362e-22,4.23470220258532e-25
अधिकारियों  ने  आक्रोशित  लोगों  को  समझाने - बुझाने  का  काफी  प्रयास  किया ।,5.998924936524187e-40,6.243469157705806e-40,6.1958851707675456e-77
"शहर  में  सबसे  अच्छी  आइसक्रीम  Tamu इतालवी  आइसक्रीम  में  कोशिश  की  जा  सकती  है  - बजट  प्रकार  का  एक  परिवार  कैफे , किसी  भी  स्वाद  की  गेंद  के  लिए  2500 शिलिंग्स ।",1.1190672459675566e-119,8.528577841968235e-120,1.297077788956692e-194
"नेताजी - "" सुनो  गंगाराम , यह  खाने  का  सारा  सामान  अपने  पास  रखो  और  पानी  रुक  जाने  के  बाद  यहाँ  उपस्थित  सभी  लोगों  को  बाँट  देना  , मुझे  जरूरी  काम  से  जाना  है । """,8.240725168599718e-156,9.057517398659038e-156,3.0985297848447606e-238
रीद  3 बोतलों  3 बोतलों  नि: शुल्क  प्राप्तमैं  Nootropics Piracetam वैकल्पिक  सस्ते  या  बिक्री  पर  खरीदें  कर  सकते  हैं ?,3.5423691118053695e-91,2.815742840323761e-91,2.0533738141085276e-121
"वर्तमान  में , कोटिंग  विधि  का  मुख्य  रूप  से  दो  तरीकों  से  उपयोग  किया  जाता  है: एक  स्क्रीन  कोटिंग  पायस  पर  कई  गीला  दबाव  ऑपरेशन  के  माध्यम  से  होता  है; सुखाने  की  प्रक्रिया  के  साथ  प्रत्येक  कोटिंग  के  बाद  दूसरा  है ।",1.5702365666521077e-149,1.759782443438776e-149,1.6191430064707565e-253
और  अंतत: हम  ऐसी  यथास्थिति  को  भी  चुनौती  देने  जा  रहे  हैं  जो  असहाय  नागरिकों  और  शासन  के  प्रावधानों  के  विपरीत  औजार  बने ।,4.6964901617824344e-80,5.044465496814485e-80,7.055756789299854e-142
दरअसल  प्राइवेट  स्कूलों  के  संचालकों  ने  सरकार  से  आर्थिक  मदद  की  मांग  की  है .,5.0307066526289625e-43,5.270057332051841e-43,9.982146039970748e-88
"उन्होंने  कहा , "" राष्ट्रपति  शी  और  मैं , द्विपक्षीय  और  अंतर्राष्ट्रीय  महत्व  के  वृहद  मुद्दे  पर  अपने  विचारों  का  आदान - प्रदान  करेंगे । """,2.0797079017688867e-121,2.223807808730189e-121,1.3139554615436375e-178
कई  स्कूटी  और  बाइक  पानी  में  बह  गई ।,6.998856265261813e-28,7.195500278032692e-28,2.6561764505374253e-53
मंगल  पर  पहुंचने  वाले  अमेरिका  और  पूर्व  सोवियत  संघ  जैसे  देशों  को  कई  प्रयासों  में  सफलता  मिली  थी .,6.850620192096177e-62,7.263551613858463e-62,1.53060924535723e-113
राज्य  शासन  द्वारा  एक  दिसंबर  से  समर्थन  मूल्य  पर  धान  की  खरीदी  की  शुरूआत  हो  रही  है ।,7.260300756069817e-53,7.67729797323727e-53,6.7246621677396025e-106
एसडीएम  प्रियंका  सिंह  ने  गुरुवार  को  नवीन  मंडी  स्थल  पर  खोले  गए  मार्केटिग  के  धान  खरीद  केंद्र  का  निरीक्षण  किया ।,2.238631016735205e-70,2.36311361305762e-70,1.1426659642519836e-124
BHU Recruitment 2019 के  लिए  कुल  भर्तियों  की  संख्या  1305 है ।,3.4114676333125284e-43,3.4711672560732774e-43,1.549506948576578e-70
मस्जिद  के  सौ  मीटर  के  दायरे  में  कई  जगह  लोग  मजमा  लगाए  बैठे  रहे ।,1.1208574615652172e-49,1.1696066506837555e-49,1.3439691335789052e-88
नड्डा  ने  कहा  जिस  वक्त  भारतीय  सेना  चीनी  सेना  से  मुकाबला  कर  रही  थी ।,5.39317203380795e-47,5.649628973479073e-47,1.6727348179092893e-89
"एकजुट  होकर  काम  करने  पर  हम  अमेरिका  में  कभी  भी , कभी  भी , एक  बार  भी  विफल  नहीं  रहे  हैं ।",7.507921197565525e-81,7.988330110606348e-81,3.034630114337583e-142
फतेहपुर: उत्‍ तर  प्रदेश  के  फतेहपुर  जिले  में  एक  सनसनीखेज  मामला  सामने  आया  है .,3.2534964870321727e-52,3.36396927773057e-52,4.807316202185415e-89
वाशिंगटन .,2.0312518233242873e-07,2.0436701749905334e-07,1.7955148576347907e-12
सुरभि  चंदना  ने  अपने  शो  ' नागिन  5 ' से  खूब  वाहवाही  लूटी  थी .,2.185978704263622e-56,2.2773713480241395e-56,3.1551560794318874e-90
चेतावनी: केवल  विनियमित  और  लाइसेंस  प्राप्त  विदेशी  मुद्रा  दलालों  FXTM प्रमोशन  और  कांटेस्ट  के  साथ  व्यापार ।,6.2879062721770095e-68,6.493298087963339e-68,1.4746411316894693e-101
"उन्होंने  कहा , इंदिरा  जी  जब  झंडा  फहरा  रहीं  थीं  तो  वह  कह  रही  थीं  कि  उनका  पूरा  परिवार  देश  के  लिए  समर्पित  रहा  है ।",3.861618561106512e-92,4.163665171015227e-92,4.946811875982893e-161
कृष्णा  और  दिशा  दोनों  ही  काफी  अच्छी  दोस्त  हैं ।,3.960229432964952e-31,4.084913699063048e-31,1.149435615390051e-59
आज  आपको  अपने  कुछ  महत्वपूर्ण  कामों  को  थोड़ा  टालना  पड़  सकता  है ।,3.726093649480975e-43,3.8697789034877855e-43,1.6763436859687988e-77
सरकारी  और  गैर  सरकारी  संस्थाओं  में  नौकरियां  खत्म  कर  दी  गई  हैं ।,4.0667681282421225e-40,4.233128566556316e-40,5.047265319063067e-77
वीके  सिंह  अपनी  पत्नी  के  साथ  दरगाह  में  उर्स  समापन  समारोह  में  शिरकत  करने  अजमेर  आये  थे ।,1.6333384163869463e-61,1.7246674404316123e-61,1.1425912481471161e-106
"दरअसल , इतिहासकारों  के  मुताबिक  बक्सर  के  राजा  राव  रामबख्श  सिंह  1857 में  आजादी  की  जंग  में  अंग्रेजों  से  पराजित  हो  गए  थे ।",3.5929822582122266e-92,3.635822018821704e-92,3.199163322372186e-147
संघ  का  मत  है  कि  लैंगिक  आधार  पर  अन्याय  नहीं  होना  चाहिए .,1.985087542250417e-41,2.0652387614640693e-41,2.770170026020973e-77
शरीर  को  बनाए  रखने  कि  लिये  भोजन  ईधंन  का  काम  देता  है ।,5.624139805426956e-43,5.124080269679056e-43,6.317444931906459e-77
कर्नाटक  मेडिकल  एसोसिएशन  के  सदस्य  व  एसीइ  सुहास  अस्पताल  के  प्रबंध  निदेशक  डॉ .,6.197746294243256e-53,5.655517414409199e-53,8.819500375624382e-84
इस  मौके  पर  युवाओं  ने  केंद्र  सरकार  से  आंतकवादी  संगठनों  और  उनके  पनाहगार  पाकिस्तान  को  जल्द  सबक  सिखाने  की  मांग  की ।,1.4041762743316914e-71,1.4775187600847875e-71,1.0037082810121931e-129
"अलविदा , आन्ना  अंद्रेयेव्ना !",1.0896634364956132e-36,8.426109767982789e-37,4.224332071437034e-37
इस  दौरान  तीन  लोगों  की  जान  चली  गयी .,6.473060440708579e-27,6.656789859898128e-27,5.432633195419546e-54
"दरवाजा  पत्ती  की  समग्र  सतह  चिकनी  और  चिकनी  है , कोई  छेद  नहीं , कोई  धूल  नहीं , साफ  करने  में  आसान ।",3.4011261074977255e-106,3.6088340113597185e-106,1.8682471210716823e-154
दिल्ली  की  एक  अदालत  ने  किसानों  के  प्रदर्शन  से  जुड़े  टूलकिट’ मामले  Toolkit Case में  आरोपी  निकिता  जैकब  की  अग्रिम  जमानत  पर  9 मार्च  को  सुनवाई  करने  का  फैसला  किया  है .,3.6572204302223264e-106,3.8423705290859534e-106,1.8285405374309536e-188
"सभी  अधिकारी , संबंधित  विभाग  के  मंत्री  और  आदिवासियों  के  अधिकारियों  के  लिए  लड़  रहे  लोगों  के  साथ  बैठ  रहे  हैं .",1.7129349571726398e-71,1.8276922919473063e-71,4.303113337064693e-135
क्योंकि  दिनभर  आपकी  बॉडी  किसी  न  किसी  एक्टिविटी  में  बिजी  रहती  है  जो  वॉर्मअप  करने  जैसा  ही  है ।,2.652571771723873e-65,2.77070739453371e-65,7.048257285203276e-113
कुछ  दिन  पहले  कंगना  ने  कहाकि  अगर  करणी  सेना  ने  मणिकर्णिका  को  नुकसान  पहुंचाने  की  कोशिश  की  तो  वह  सबको  बर्बाद  कर  देंगी ।,6.7309229921991e-81,7.232518591636927e-81,1.5742141450547897e-142
"दरअसल , काजोल  के  एक  फैन  ने  पूछा  था  कि  क्या  अगर  वो  अपनी  लाइफ  में  अजय  देवगन  से  नहीं  मिली  होतीं  तो  क्या  शाहरुख  से  शादी  कर  लेतीं ?",1.2890015729755503e-108,1.4021912777295936e-108,1.3775451956192716e-184
नई  दिल्ली ।,2.2027059706663112e-08,2.223381514303865e-08,4.650561262580831e-18
उन्होंने  बताया  कि  अगर  तीन  चार  दिनों  तक  लगातार  बारिश  का  दौर  चलता  है  तो  इससे  मानसून  के  कमजोर  पड़ने  की  संभावना  बलवती  हो  जाती  है ।,4.995964411712582e-84,5.407959186842777e-84,8.083510608555703e-160
पैरा  खेल  में  जब  से  उतरा  हूं  तब  से  लेकर  अब  तक  कोच  डॉ .,9.397021646969601e-48,9.838188347177396e-48,1.8974042948248574e-89
यह  सब  एक  संयुक्त  परिवार  की  तरह  होगा  और  इसके  बाद  दोनों  तरफ  की  परेशानियां  खत्म  हो  जाएंगे ।,4.989189651196393e-56,5.291670836236782e-56,9.036950073526802e-113
"घायलों  की  संख्या  11 , 500 से  ज्यादा  है .",1.8372221498889404e-38,1.889263334265472e-38,3.5121364420285385e-65
घटना  सुबह  चार  बजे  के  करीब  की  है ।,1.5950586399574177e-23,1.64038631226735e-23,2.003877775210499e-52
ये  किताब  बेस्ट  सेलर  बन  गई  है .,2.106104608037131e-28,2.1538944958103146e-28,3.7847401781333667e-48
सत्यमेव  जयते  के  पहले  सीजन  के  बाद  आमिर  खान  को  लगातार  जान  से  मारने  की  धमकियां  मिलने  लगी  थीं ।,8.828268572495019e-67,9.365430791786443e-67,5.188713175510305e-118
सामान्यतः  इस  प्रक्रिया  में  प्रचलित  पुरानी  मुद्रा  की  जगह  नई  मुद्राएं  लाई  जाती  हैं ।,3.4261544609738757e-53,3.574375620172303e-53,3.368584506344642e-89
.,0.0112585340577979,0.011293673322707197,2.242590365861217e-06
लोग  सड़कों  पर  आकर  हिंसा  कर  रहे  हैं ।,1.4896354364007246e-26,1.5318379009444978e-26,1.8003067332537697e-53
हॉस्पिटल  की  यह  पहली  गलती  नहीं  है .,4.649302176522616e-23,4.766055822633647e-23,2.79519915493339e-47
साथ  ही  धार्मिक  स्थलों  पर  गाना  गाने  की  भी  अनुमति  नहीं  दी  गयी  है .,5.2201770151577766e-45,5.46853458228379e-45,6.757930333931296e-89
इसे  अमल  करने  में  दिक्कत  होती  है .,5.244935993897902e-24,5.3763335597919894e-24,2.139269679608412e-47
किसानों  के  हितों  की  सुरक्षा  के  लिए  सहकारी  बैंक  का  भरोसा  बेहद  जरूरी  है ।,6.82667414193815e-44,7.151157816147017e-44,1.6918335109608796e-87
लोगों  ने  इसकी  सूचना  पुलिस  को  दी ।,5.2128841927503915e-21,5.344385171616691e-21,3.0400114396354744e-47
डैनी  बॉलीवुड  के  एक  ऐसे  कलाकार  रहे  जिन्होंने  अपनी  नायक  और  खलनायक  दोनों  किरदारों  से  लोगों  को  अपना  दीवाना  बनाया ।,1.4503903719447894e-71,1.5431810728463442e-71,9.446180473713866e-125
किशोरियों  को  माहवारी  स्वच्छता  की  जानकारी  पहले  से  ही  देना  शुरू  करने  के  लिए  माताओं  को  प्रेरित  करें ।,4.907316244030238e-59,5.1913705207030265e-59,1.2824434031872746e-111
"हमारे  नेताओं  का , बुद्धिजीवी  वर्ग  का  और  मीडिया  का  ध्यान  इन  मुद्दों  से  क्यों  भटक  जाता  है ?",3.812979075297309e-70,4.027822284280926e-70,3.4736646890691267e-119
यह  वेयर  2.0 प्लेटफार्म  पर  बेस्ड  है  साथ  ही  इसमें  बिल्ट - इन  GPS और  हार्ट  रेट  डिटेक्शन  सिस्टम  के  साथ  आता  है .,3.116089593026167e-85,3.3270102968186376e-85,1.9630217672876644e-142
वह  शिकायत  लेकर  थाना  सिकंदरा  पहुंचे  तो  वहां  से  घटनास्थल  थाना  हरीपर्वत  बता  दिया ।,1.356969411277549e-51,1.4157690983202642e-51,3.838026284943113e-90
बोलने  और  सुनने  में  पूरी  तरह  से  अक्षम  नसीमा  बेगम  की  खुद  की  माली  हालत  ज्यादा  ठीक  नहीं  है .,7.283985114101218e-67,7.697481216382487e-67,4.454958950970668e-118
अमेरिका  सरकार  के  अफगान  सुलह  मामलों  के  विशेष  प्रतिनिधि  जालमे  खलीलजाद  ने  कहा  कि  दोनों  की  वार्ता  में  अहम  प्रगतियां  मिली  हैं ।,9.28532390154012e-82,7.645434957400802e-82,2.01022714919661e-135
मेट्राे  रेल  का  मुख्यालय  दीक्षाभूमि  के  सामने  तैयार  हो  रहा  है ।,2.545668177782258e-41,2.341087113628954e-41,1.2125587284800687e-70
पहले  कुछ  रिपोर्ट्स  में  दावा  किया  गया  था  कि  हेसन  ने  भारत  के  अलावा  पाकिस्तान  और  बांग्लादेश  के  प्रशिक्षक  के  लिए  भी  आवेदन  किया  था ।,9.134830122444505e-74,9.853753736196357e-74,7.175729072805699e-152
इस  पूरे  क्षेत्र  में  भी  बाढ़  होने  से  यहां  के  वन्यप्राणी  खुद  ही  सुरक्षित  स्थानों  पर  पहुंच  गए  हैं ।,1.5498629210442187e-58,1.644406484616687e-58,9.86648137521113e-118
खुलेआम  देश  का  अपमान  किया  गया .,4.514240293678967e-22,4.612043632277028e-22,5.5061561743136826e-42
देशी  शराब  की  दुकान  सूनसान  स्थान  पर  थी ।,9.794702788326278e-31,1.0040267970104553e-30,1.5970555315274922e-53
मैंने  संसद  में  जब  सरकार  से  पूछा  तो  पता  चला  कि  पिछले  8 साल  में  सबसे  ज्यादा  बेरोजगारी  अभी  है ।,2.9127662776989362e-62,3.108989471471349e-62,3.2433307913204666e-124
"कसन  गांव  के  सरपंच  रमेश  सिंह  चौहान  ने  कहा , ' हम  कंपनी  की  मदद  और  स्थिति  को  सामान्य  बनाने  के  लिए  जितनी  मदद  संभव  होगी , करेंगे । '",1.0001225943077944e-112,9.818304853789332e-113,9.710803408963698e-190
उसे  और  उसके  दोस्तों  को  घरातियों  ने  रोका  तो  मारपीट  शुरू  कर  दी ।,4.492896488448168e-44,4.644690101384348e-44,4.57086481515308e-83
हनुमान  जयंती  के  मौके  पर  आप  घर  पर  मोतीचूर  के  लड्डू  बनाकर  भोग  लगा  सकते  हैं .,1.9278569348511758e-56,2.0233394047203707e-56,7.860405142872292e-101
"उन्होंने  कहा , हमारे  देश  में  ऐसे  कई  कानून  हैं , जिनकी  आज  कोई  प्रासंगिकता  नहीं , कोई  उपयोग  नहीं  है ।",3.767874992146177e-92,3.9928887043144174e-92,1.0936131462223435e-148
जल्द  ही  अभ्यर्थियों  का  चयन  भी  कर  लिया  जाएगा ।,2.3051239525428528e-29,2.377790211260721e-29,1.8303932967401043e-59
टीकाकरण  हेतु  48 चिकित्सीय  टीम  बनायए  गए  हैं ।,6.249150658747565e-36,4.8170110778391416e-36,3.4390349994797574e-54
दुनिया  का  सबसे  पवित्र  रिश्ता  होता  है  भाई - बहन  का ।,1.4090050858228115e-36,1.4623486252427052e-36,5.030209505668573e-71
बाद  में  अन्य  लोग  भी  जुड़ने  लगे  और  अब  दर्जनों  लोग  छठ  पूजा  कर  रहे  हैं ।,2.514748553017345e-51,2.6490913760438737e-51,8.657672168131552e-101
पटना .,1.1438448370001007e-06,1.150968247704926e-06,1.819552525315183e-12
"सीपीएम  के  एक  युवा  कार्यकर्ता  कहते  हैं , "" ये  कहना  सही  नहीं  है  कि  हम  राज्य  से  मिट  चुके  हैं .",9.597566640409958e-85,1.0198381836676873e-84,2.9469195599460285e-142
