Sentence,Quad-Add-One,Quad-Add-K,p_quad_token_type
इस  मौके  पर  युवाओं  ने  केंद्र  सरकार  से  आंतकवादी  संगठनों  और  उनके  पनाहगार  पाकिस्तान  को  जल्द  सबक  सिखाने  की  मांग  की ।,8.815309902160448e-148,1.5297721403800144e-142,1.3812287396147912e-179
"अलविदा , आन्ना  अंद्रेयेव्ना !",3.692179769501572e-62,1.099262594807865e-61,2.7971090202688957e-64
इस  दौरान  तीन  लोगों  की  जान  चली  गयी .,4.404852723033375e-54,3.80278924783225e-51,1.7248484936963625e-78
"दरवाजा  पत्ती  की  समग्र  सतह  चिकनी  और  चिकनी  है , कोई  छेद  नहीं , कोई  धूल  नहीं , साफ  करने  में  आसान ।",2.3181005315895683e-230,9.376745399951356e-228,4.789117164296885e-238
दिल्ली  की  एक  अदालत  ने  किसानों  के  प्रदर्शन  से  जुड़े  टूलकिट’ मामले  Toolkit Case में  आरोपी  निकिता  जैकब  की  अग्रिम  जमानत  पर  9 मार्च  को  सुनवाई  करने  का  फैसला  किया  है .,4.6956853466463185e-213,4.843202557821366e-205,2.350345025692691e-257
"सभी  अधिकारी , संबंधित  विभाग  के  मंत्री  और  आदिवासियों  के  अधिकारियों  के  लिए  लड़  रहे  लोगों  के  साथ  बैठ  रहे  हैं .",1.528182632675216e-174,5.014557433405192e-170,1.754488329907908e-196
क्योंकि  दिनभर  आपकी  बॉडी  किसी  न  किसी  एक्टिविटी  में  बिजी  रहती  है  जो  वॉर्मअप  करने  जैसा  ही  है ।,5.855139439803092e-140,6.8563534680877834e-136,2.9324092933847773e-156
कुछ  दिन  पहले  कंगना  ने  कहाकि  अगर  करणी  सेना  ने  मणिकर्णिका  को  नुकसान  पहुंचाने  की  कोशिश  की  तो  वह  सबको  बर्बाद  कर  देंगी ।,1.4770645590696746e-165,7.940144636237509e-160,3.8382317530070726e-195
"दरअसल , काजोल  के  एक  फैन  ने  पूछा  था  कि  क्या  अगर  वो  अपनी  लाइफ  में  अजय  देवगन  से  नहीं  मिली  होतीं  तो  क्या  शाहरुख  से  शादी  कर  लेतीं ?",2.0067173159270652e-238,1.1384500631146352e-232,1.0734951430502325e-258
नई  दिल्ली ।,1.4787183911457434e-13,2.360410395978396e-12,7.844827141045259e-32
उन्होंने  बताया  कि  अगर  तीन  चार  दिनों  तक  लगातार  बारिश  का  दौर  चलता  है  तो  इससे  मानसून  के  कमजोर  पड़ने  की  संभावना  बलवती  हो  जाती  है ।,8.811733435694166e-180,6.5704787794589e-173,1.8041479954358868e-218
पैरा  खेल  में  जब  से  उतरा  हूं  तब  से  लेकर  अब  तक  कोच  डॉ .,1.7602775672094753e-113,3.390458605267803e-110,3.746972542274658e-125
यह  सब  एक  संयुक्त  परिवार  की  तरह  होगा  और  इसके  बाद  दोनों  तरफ  की  परेशानियां  खत्म  हो  जाएंगे ।,1.0000575744899366e-131,6.4956859175212764e-127,2.9396582889060933e-156
"घायलों  की  संख्या  11 , 500 से  ज्यादा  है .",6.086927609682922e-91,4.606161298821569e-89,3.6601986249119344e-103
घटना  सुबह  चार  बजे  के  करीब  की  है ।,3.3018664766234424e-59,2.2039079400487805e-56,1.7145943531681416e-78
ये  किताब  बेस्ट  सेलर  बन  गई  है .,5.532465678291414e-56,8.079783507406714e-54,1.0249710707037083e-70
सत्यमेव  जयते  के  पहले  सीजन  के  बाद  आमिर  खान  को  लगातार  जान  से  मारने  की  धमकियां  मिलने  लगी  थीं ।,5.992811641496692e-141,1.306813195423056e-135,4.9031460039470496e-164
सामान्यतः  इस  प्रक्रिया  में  प्रचलित  पुरानी  मुद्रा  की  जगह  नई  मुद्राएं  लाई  जाती  हैं ।,2.080543308110221e-113,3.923344631031874e-110,3.747280980798908e-125
.,6.154040685579025e-07,2.4595265958439747e-06,2.801504492783922e-16
लोग  सड़कों  पर  आकर  हिंसा  कर  रहे  हैं ।,8.000744568629079e-60,2.329858828244464e-57,1.7178484637054823e-78
हॉस्पिटल  की  यह  पहली  गलती  नहीं  है .,1.531270314226228e-58,3.0368604667657466e-56,1.024026530269496e-70
साथ  ही  धार्मिक  स्थलों  पर  गाना  गाने  की  भी  अनुमति  नहीं  दी  गयी  है .,2.0429843285839367e-98,2.80535390809174e-94,3.752712712971247e-125
इसे  अमल  करने  में  दिक्कत  होती  है .,5.4113919935602505e-55,1.1922704864172674e-52,1.0242446030762908e-70
किसानों  के  हितों  की  सुरक्षा  के  लिए  सहकारी  बैंक  का  भरोसा  बेहद  जरूरी  है ।,6.4519084599030236e-99,5.383988128982989e-95,3.7482690679991737e-125
लोगों  ने  इसकी  सूचना  पुलिस  को  दी ।,2.7328332290269282e-43,1.384032226711876e-40,1.0242260532400078e-70
डैनी  बॉलीवुड  के  एक  ऐसे  कलाकार  रहे  जिन्होंने  अपनी  नायक  और  खलनायक  दोनों  किरदारों  से  लोगों  को  अपना  दीवाना  बनाया ।,5.2206834183573936e-157,4.394721603075287e-152,8.199729498329585e-172
किशोरियों  को  माहवारी  स्वच्छता  की  जानकारी  पहले  से  ही  देना  शुरू  करने  के  लिए  माताओं  को  प्रेरित  करें ।,3.791433865352878e-138,1.6795001473897996e-133,2.931605858016279e-156
"हमारे  नेताओं  का , बुद्धिजीवी  वर्ग  का  और  मीडिया  का  ध्यान  इन  मुद्दों  से  क्यों  भटक  जाता  है ?",3.084573769227401e-158,2.2391603083694663e-154,3.7475854138815566e-173
यह  वेयर  2.0 प्लेटफार्म  पर  बेस्ड  है  साथ  ही  इसमें  बिल्ट - इन  GPS और  हार्ट  रेट  डिटेक्शन  सिस्टम  के  साथ  आता  है .,7.757637172109221e-171,2.0972377230912359e-165,3.846494921492e-195
वह  शिकायत  लेकर  थाना  सिकंदरा  पहुंचे  तो  वहां  से  घटनास्थल  थाना  हरीपर्वत  बता  दिया ।,2.982126659332179e-111,8.423034925909796e-108,3.75047347917801e-125
बोलने  और  सुनने  में  पूरी  तरह  से  अक्षम  नसीमा  बेगम  की  खुद  की  माली  हालत  ज्यादा  ठीक  नहीं  है .,2.7342222238923887e-144,1.3657625532911068e-139,4.9042465982992454e-164
अमेरिका  सरकार  के  अफगान  सुलह  मामलों  के  विशेष  प्रतिनिधि  जालमे  खलीलजाद  ने  कहा  कि  दोनों  की  वार्ता  में  अहम  प्रगतियां  मिली  हैं ।,1.6748995592515615e-168,2.352495742640602e-163,2.2939352182081148e-187
मेट्राे  रेल  का  मुख्यालय  दीक्षाभूमि  के  सामने  तैयार  हो  रहा  है ।,9.575986455308776e-87,4.877319711833755e-84,8.038099773978713e-102
पहले  कुछ  रिपोर्ट्स  में  दावा  किया  गया  था  कि  हेसन  ने  भारत  के  अलावा  पाकिस्तान  और  बांग्लादेश  के  प्रशिक्षक  के  लिए  भी  आवेदन  किया  था ।,1.2537745385335911e-173,5.801851319783205e-167,1.0740577723858882e-210
इस  पूरे  क्षेत्र  में  भी  बाढ़  होने  से  यहां  के  वन्यप्राणी  खुद  ही  सुरक्षित  स्थानों  पर  पहुंच  गए  हैं ।,1.663166557245079e-133,2.096401814504177e-128,4.939424552913309e-164
खुलेआम  देश  का  अपमान  किया  गया .,1.3189465724556941e-52,1.378153977658558e-50,6.121884110732191e-63
देशी  शराब  की  दुकान  सूनसान  स्थान  पर  थी ।,1.426792865776808e-66,4.1534026467213466e-64,1.7121921006317607e-78
मैंने  संसद  में  जब  सरकार  से  पूछा  तो  पता  चला  कि  पिछले  8 साल  में  सबसे  ज्यादा  बेरोजगारी  अभी  है ।,2.1067156602565813e-149,4.105326979618284e-144,8.201669074349195e-172
"कसन  गांव  के  सरपंच  रमेश  सिंह  चौहान  ने  कहा , ' हम  कंपनी  की  मदद  और  स्थिति  को  सामान्य  बनाने  के  लिए  जितनी  मदद  संभव  होगी , करेंगे । '",4.9958037914488714e-259,4.483091539554577e-254,1.3713920384862805e-275
उसे  और  उसके  दोस्तों  को  घरातियों  ने  रोका  तो  मारपीट  शुरू  कर  दी ।,1.4748765027929754e-96,4.9023490449881114e-93,2.241536595398127e-117
हनुमान  जयंती  के  मौके  पर  आप  घर  पर  मोतीचूर  के  लड्डू  बनाकर  भोग  लगा  सकते  हैं .,6.028838845989412e-118,1.6921888722373927e-113,1.048369999688428e-140
"उन्होंने  कहा , हमारे  देश  में  ऐसे  कई  कानून  हैं , जिनकी  आज  कोई  प्रासंगिकता  नहीं , कोई  उपयोग  नहीं  है ।",5.398696452405895e-208,4.339314787830735e-205,2.883222670535906e-230
जल्द  ही  अभ्यर्थियों  का  चयन  भी  कर  लिया  जाएगा ।,2.384859397705329e-67,1.8190339920151443e-64,2.864018766415892e-86
टीकाकरण  हेतु  48 चिकित्सीय  टीम  बनायए  गए  हैं ।,4.868416038824423e-68,5.814785390221127e-66,1.7136712172627103e-78
दुनिया  का  सबसे  पवित्र  रिश्ता  होता  है  भाई - बहन  का ।,1.940106999286076e-86,3.5701710635920376e-83,8.010433066128803e-102
बाद  में  अन्य  लोग  भी  जुड़ने  लगे  और  अब  दर्जनों  लोग  छठ  पूजा  कर  रहे  हैं ।,2.0398550037973518e-114,3.1345419721635274e-110,1.0518287869896061e-140
पटना .,1.6554851525647796e-14,1.3223014900595086e-13,4.678672723410736e-24
"सीपीएम  के  एक  युवा  कार्यकर्ता  कहते  हैं , "" ये  कहना  सही  नहीं  है  कि  हम  राज्य  से  मिट  चुके  हैं .",2.7887950412600522e-182,4.454916572212319e-178,1.0481849138903236e-200
हरिद्वार  में  21 जून  को  गंगा  और  योग  गंगा  की  धारा  एक  साथ  लोगों  को  प्रवाहित  होती  हुई  दिखाई  देगी ।,5.487556904518238e-155,2.756798910187921e-150,8.199969626298204e-172
पिछले  दिनों  निजी  कंपनी  के  एक्सपर्ट  ने  इसको  तैयार  करने  के  लिए  काफी  मशक्कत  की  है ।,6.952510789479737e-114,1.667333445080792e-109,1.0497998242889917e-140
उसने  पुलिस  को  बताया  कि  उसका  मकसद  कर्ज  से  भागकर  जाना  नहीं  था ।,8.30729874198114e-94,3.3307749155791963e-90,2.2414118128926083e-117
्र .,4.573887932043257e-15,3.653452753903696e-14,4.678266971504102e-24
वहीं  कई  स्थानों  पर  बड़े - बड़े  ल्हासे  गिरने  से  आवाजाही  में  दिक्कतें  पेश  आ  रही  हैं ।,6.759760204636964e-119,4.964758265159906e-114,1.7572623403229644e-148
जहां  एक1 1 साल  का  बच्चा  रिक्शा  चला  रहा  है ।,3.512977210297881e-78,1.577117944070425e-75,4.806296840945926e-94
प्रखंड  प्रमुख  ने  यह  भी  कहा  कि  लोग  ट्रैक्टर  पर  उनके  सामने  लकड़ी  लाद  कर  ले  जा  रहे  थे ।,1.2090019164769803e-132,1.3968757862115187e-127,4.9071282970434174e-164
समय - समय  पर  किए  जाने  वाले  कार्यो  की  उपयोगिता  प्रमाणपत्र  भी  जमा  करवाएं ।,6.6327758522845e-104,5.639223008992995e-100,3.7474367890056384e-125
"प्लास्टिक  की  थैलियों  या  प्लास्टिक  के  डिब्बे  में  खाना  खाने  से  प्लास्टिक  के  साथ  ही  हमारे  शरीर  में  कई  हानिकारक  केमिकल  पहुंच  जाते  हैं , जो  हार्मोस  को  असंतुलित  कर  देते  है ।",1.953857877709027e-258,9.50319960301718e-252,5.019331614988964e-282
एक  रात  वे  शाही  महल  बहुत  सुन्दर  तरीके  से  सजा  हुआ  था ।,2.3716904412314293e-93,3.3183583952984693e-90,1.3418913528858749e-109
लेकिन  क्या  आपने  सोचा  है  कि  क्या  होगा  अगर  एक  स्मार्टफोन  से  दूसरा  स्मार्टफोन  वायरलेस  चार्ज  किया  जा  सकता  है ?,6.063162542910628e-139,1.7606333817440418e-133,8.216930914044053e-172
"उदाहरण  के  लिए; अमेरिका , दक्षिण  अफ्रीका , रूस  आदि  के  संविधानों  में  इस  सिद्धान्त  का  समावेश  किया  गया  है ।",5.093696085516544e-178,1.5737141658093063e-174,2.2498687962838e-201
पूर्व  राष्‍ ट्रपति  रहे  बाइडेन  ने  अपनी  टीम  में  कई  भारतीयों  को  अहम  पद  से  नवाजा  है  और  ऐसे  में  भारत  के  साथ  उनका  कनेक्‍ शन  और  ज्‍ यादा  गहरा  हो  गया  है .,2.7772712389768746e-237,2.4810320708516626e-229,6.573891150274869e-273
उसे  वेंटीलेटर  पर  रखा  गया  था ।,5.639238927794452e-44,1.1438057611205131e-41,6.129433771845866e-63
परीक्षा  के  दौरान  सचल  दस्ता  की  टीम  सूरज  बाबा  उच्चत्तर  माध्यमिक  विद्यालय  देवकली  नवानगर  परीक्षा  केंद्र  पर  पहुंची ।,5.946301517133044e-138,9.901079242155954e-134,2.931884987756236e-156
"इस  तरह  के  अल्प  जमा , यह  भी  मिनि  या  माइक्रो  खातों  कहा  जाता  है ।",7.31917028586793e-126,5.950013304503212e-123,8.075323408783946e-150
"मिंट’ की  एक  रिपोर्ट  के  मुताबिक , इस  बेमेल  आंकड़े  के  चलते  लोगों  को  धड़ाधड़  नोटिस  मिल  रहे  हैं .",2.4392530758840635e-161,1.23130531575155e-157,6.270474597372142e-181
केरल  बाढ़  पीड़ितों  की  सहायता  के  लिए  पंजाब  एवं  हरियाणा  हाईकोर्ट  ने  एक  महत्वपूर्ण  कदम  उठाया  है .,9.070008263251109e-122,1.6412035698311684e-116,1.7529377745889543e-148
फिर  उतारकर  ऐसे  बर्तन  में  दाल  दें  जिसमें  ठंडा  पानी  भरा  हो ।,8.29962516075667e-100,5.074604097233559e-97,1.3400459259658458e-109
विभाग  ने  कलेक्टरों  एवं  जिला  दंडाधिकारियों  द्वारा  घोषित  कोविड - 19 प्रभावित  कंटेनमेंट  जोन  की  सूची  भी  जारी  की  है ।,2.286203533269493e-145,2.4494250090811925e-140,8.209718384804669e-172
जिससे  उनको  दिक्कत  होती  है ।,5.77636898260142e-41,4.2085600637157344e-39,3.6631234044947285e-55
"बजट  में  आठ  फीसदी  आर्थिक  वृद्धि  दर  की  बात  कही  गई  है , जो  समझ  में  नहीं  आता  है ।",5.06363362240674e-153,1.0173555179782776e-148,6.268059644165188e-181
.,6.154040685579025e-07,2.4595265958439747e-06,2.801504492783922e-16
रतलाम ।,2.277869535332897e-15,1.8186586273966014e-14,4.678225034564693e-24
तभी  अचानक  शोरूम  के  तृतीय  तल  पर  आग  लग  गई ।,7.616265948432274e-76,5.938878515964777e-73,4.7903577877143205e-94
परिवार  के  सहयोग  से  ही  कार्यक्षेत्र  में  आपका  प्रदर्शन  अच्छा  होगा ।,8.359732728955732e-84,1.6987490121042077e-80,8.010738115441496e-102
उन्होंने  बताया  कि  कई  केंद्रों  पर  टीकाकरण  अभी  भी  जारी  है  और  हम  आज  8 लाख  का  आंकड़ा  पार  कर  सकते  हैं ।,3.403073305074962e-145,3.961902965443017e-139,2.3082193332992937e-187
"वीरपाल  सिंह  ने  आरोप  लगाया  है  कि  क्षेत्र  में  कई  जगह  मिट्टी  का  खनन  हो  रहा  है , जिसके  वह  खिलाफ  हैं ।",8.736510108583102e-180,7.156944587094953e-175,2.9317242654927053e-204
"खबरों  की  मानें  तो  इस  फिल्म  में  शाहरूख  खान  मुख्य  किरदार  में  हैं , लेकिन  अभी  तक  इसकी  आधिकारिक  पुष्टि  नहीं  की  गई  है ।",2.4858892092402246e-175,4.070681920208107e-169,8.218877560208261e-220
शाम  होते  हाते  सर्दी  बढती  चली  गई  और  लोगो  का  घरों  से  निकलना  दूभर  हो  गया ।,3.1073194798563105e-120,4.4126695694427817e-116,1.0487965298551312e-140
"जिससे  आसपास  के  क्षेत्र  में  दहशत  फैल  गयी , जिस  समय  सिलेंडर  फटा  तो  आसपास  भूकंप  की  तरह  कंपन  महसूस  किए  गए ।",3.591501850815585e-181,1.6054373556879652e-176,2.932606616388289e-204
पिछले  साल  निगम  ने  करीब  80 हजार  टन  कच्चा  जूट  खरीदा  था ।,1.8229142541686336e-94,1.9048359643744037e-91,1.340379319857262e-109
इसके  चलते  कई  जगहों  पर  यातायात  भी  प्रभावित  हुआ  है ।,1.329257710335394e-68,2.859680870955886e-65,4.811043818974305e-94
"बलवीर  सिंह  चौहान , मैनेजिंग  ट्रस्टी  मुंबई  जितेंद्र  सिंह  कुशवाह  ने  भी  शुभकामनाएं  दी ।",1.7230614429385852e-132,8.152462953517523e-130,4.789144316723095e-142
आईपीएस  बनकर  लखनऊ  में  2 साल  तक  अंडर  ट्रेनी  एएसपी  तैनात  रहीं .,2.9258339547071146e-102,1.7771440173536096e-99,1.339566512050093e-109
महागठबंधन  की  अभी  तक  स्थिति  स्‍ पष्‍ ट  नहीं  है ।,9.277358440539888e-79,7.462480931832266e-76,4.794820973584502e-94
"रश्मि  सिंह , डा .",8.950679256113331e-61,3.3522867201603835e-60,2.79712492558621e-64
स  और  एम .,1.6246967405048792e-32,2.727567882955037e-31,1.3085821004278904e-39
"एक  वीडियो  संबोधन  केे  माध्‍ यम  से  जिलाधिकारी  राजेश  नरवेकर  ने  कहा  कि  गैर - नियंत्रण  क्षेत्रों  में  छूट  दी  जाएगी  और  ठाणे  ग्रामीण , नगरपालिका  और  नगर  पंचायत  की  सीमा  में  आने  वाले  इलाकों  में  राज्य  सरकार  के  दिशा - निर्देश  लागू  होंगे ।",0.0,0.0,0.0
बिष्टुपुर  स्थित  गोपाल  मैदान  में  सुबह  क्0 से  लेकर  रात  क्0 बजे  तक  गेम्स  और  एक्टिविटीज  का  दौर  चलता  रहा .,2.94519409734439e-158,1.4667210329019174e-153,8.199739783586299e-172
लोकसभा  चुनाव  में  भाजपा  ने  भारी  जीत  दर्ज  की  है .,3.1055535429539215e-66,9.111303447660016e-63,4.7910671663186845e-94
मैंने  लोगों  की  परवाह  नहीं  की ।,6.022757730236787e-48,1.080283930176018e-45,6.122766332489105e-63
उन्हें  गिरफ्तार  करने  के  बाद  यूएस  मार्शल्स  सर्विस  ःयूएसएमएसः  को  सौंप  दिया  गया  था ।,4.968787537060089e-99,4.419846000810538e-95,3.753014160473348e-125
वन  रेंज  अधिकारी  गोपाल  सिंह  बिष्ट  एवं  फारेस्टर  खीमानंद  खंडूडी  ने  बताया  कि  शनिवार  से  वन  विभाग  ने  अलग - अलग  स्थानों  पर  पिंजरे  लगाए  हैं ।,1.569843439123828e-189,2.908071317752454e-183,1.7946535396275922e-218
बस  आग  लग  गई  और  सारा  रूपया  जलकर  राख  हो  गया ।,1.1764067856863566e-83,9.574099203492191e-81,8.015513165941184e-102
ये  कीट  कोमल  पत्तियों  और  फूलों  का  रस  चूस  लेते  हैं .,1.8629161259388508e-89,1.1589012611729422e-86,8.016835231224243e-102
क्योंकि  सरकार  30 करोड़  डोज  के  लिए  कंपनी  पर  निर्भर  है .,3.1283911515738554e-88,2.8564909033156764e-85,8.011256495599095e-102
उसने  हापुड़  के  अंग्रेज  अधिकारी  विल्सन  की  सहायता  से  चौधरी  जबरस्त  खाँ  तथा  उनके  भाई  उल्फत  खाँ  को  अनेक  समर्थको  सहित  गिरफ्तार  कर  लिया ।,1.0281774526332803e-182,1.2139040576424015e-177,6.41897057362997e-203
"रांची: - झारखंड  प्रदेश  कांग्रेस  कमेटी  के  प्रवक्ता  आलोक  कुमार  दूबे , लाल  किशोरनाथ  शाहदेव  और  राजेश  गुप्ता  छोटू  ने  कहा  कि  एक  ओर  देश  के  अन्नदाता  किसान  सड़कों  पर  है , वहीं  दूसरी  ओर  से  पेट्रोलियम  पदार्थां  और  आवश्यक  वस्तुओं  की  कीमतों  में  बढ़ोत्तरी  से  आमजन  परेशान  है ।",0.0,0.0,0.0
वॉशिंगटन: स्नैपचैट  वीडियो  में  अपने  ही  स्टूडेंट  के  साथ  सेक्स  करती  नजर  आई  20 वर्षीय  स्कूल  टीचर  Teacher को  पुलिस  ने  गिरफ्तार  कर  लिया  है .,1.4615235625717948e-181,9.157287781499611e-176,1.0732326313955534e-210
दर  थाना  पुलिस  एसएचओ  अनिल  कुमार  ने  बताया  कि  रेवाड़ी  जिला  के  माहेश्वरी  गांव  निवासी  लक्ष्मण  सिंह  ने  पुलिस  को  दी  शिकायत  में  कहा  है  कि  उसका  31 वर्षीय  पुत्र  सतीश  विवाह - शादी  आदि  सामाजिक  समारोह  में  बैंडबाजा  बजाने  का  काम  करता  था ।,3.949853133565644e-309,5.867776359223679e-299,0.0
लीवर  संबंधी  दिक्कतों  को  लेकर  सजग  रहें .,2.923121208440147e-63,3.917316267857623e-61,1.0237437990971654e-70
्काई  न्यूज  टीवी  चैनल  ने  लीबियाई  राष्ट्रीय  सेना  एलएनए) के  हवाले  से  रविवार  को  यह  जानकारी  दी ।,1.5453338274168595e-128,3.1022085242012635e-124,1.753238332618657e-148
मी .,1.1781846192829148e-17,9.317119488511794e-17,4.6780673825387614e-24
मुख्य  अतिथि  एके  सिंह  ने  कहा  कि  सीएसआर  के  तहत  महिलाओं  के  उत्थान  हेतु  रोजगार  से  जुड़ने  के  लिए  सिलाई  मशीन  का  वितरण  किया  जा  रहा  है ।,1.1424651371332209e-182,1.1417726014651143e-175,3.016922019750742e-226
इसी  बीच  कुछ  स्थानीय  लोगों  द्वारा  कार्य  करने  में  व्यवधान  उत्पन्न  किया  जा  रहा  है ।,5.9810124770337e-101,1.2700746483213573e-96,6.304798431275409e-133
"हालांकि  जो  नुकसान  होना  था , सो  हो  चुका .",1.4542548987187994e-93,6.916807336653202e-92,3.664410434524818e-103
"हालांकि  पिछले  सालों  में  स्थिर  आर्थिक  विकास  के  कारण  कुछ  इलाकों  में  स्थिति  सुधरी  है , लेकिन  न्यूरेमबर्ग  के  मेयर  ऊलरिष  माली  का  कहना  है  कि  जर्मनी  के  शहर  धनी  और  गरीब  दो  खेमों  में  बंटते  जा  रहे  हैं .",6.092451605955091e-302,6.698922802338483e-294,0.0
वीडियो  टेप  में  पहले  पीडि़त  महिला  रमनजीत  कौर  हेड  कांस्टेबल  सतीश  की  बाइक  पर  ईंट  मारती  हुई  दिखाई  पड़  रही  है ।,2.1799241846531085e-159,1.0380060895827444e-154,1.375052281470632e-179
पानी  भरने  की  बात  पर  गुलशननगर  में  मंगलवार  को  दो  पक्षों  में  विवाद  हो  गया ।,1.8608532774429752e-105,4.8057506064653215e-101,6.270971461337943e-133
जिस  कारण  किसानों  को  घोर  कठिनाई  हो  रही  थी ।,3.4508633552623964e-67,1.8636102521108132e-64,2.865510405105862e-86
एक - दूसरे  की  पसंद - नापसंद  जानना  भी  जरूरी  है .,6.038392403382829e-78,1.6748779770233925e-74,8.02108680082487e-102
आपकी  अपनों  से  भेंट  होगी ।,5.369600244348836e-47,2.127495816381373e-45,3.6602650989391145e-55
"सुशी  कई  लोगों  का  पसंदीदा  भोजन  है , और  यह  बस  स्वस्थ  विकल्पों  में  से  एक  होने  के  लिए  होता  है !",1.0221848374012762e-179,2.458621595864697e-175,1.752835580352041e-196
"एक  अन्य  पोस्टर  में  लिखा  है , दिल्ली  का  मुख्यमंत्री  अरविंद  केजरीवाल - सिंघम  रिटर्न्‍ स  3 ।",2.2461860022042572e-150,4.49998863572643e-147,2.243525162962015e-165
मोदी  सरकार  के  पहले  बजट  पर  पूरे  देश  की  उम्मीद  टिकी  है ।,5.656169963238459e-90,1.6591662176377114e-86,1.3398188750391931e-109
"दरअसल  आॅटोमेटिक  कार  गियर  लीवर  ये  चार  चिन्ह  बने  होते  हैं , P , R , N , D जिनका  अपना  अलग  मतलब  होता  है ।",2.9369365231737156e-237,8.395095790516413e-234,6.275282911977104e-253
उनका  कहना  है  कि  उनके  देश  में  शिक्षा  का  व्यावसायीकरण  हो  गया  है  और  वह  अर्थव्यवस्था  के  उदारीकरण  से  प्रेरित  है .,2.193930274099208e-144,8.030177795070243e-139,1.3721851986602186e-179
ऐसा  ही  वे  मंत्रियों  से  भी  चाहते  हैं ।,2.235486151982476e-63,4.925303392188943e-61,1.7129984851364458e-78
"प्राकृतिक  सामग्रियों  की  तुलना  में , इनमें  से  किसी  भी  प्रकार  की  टाइलों  का  काफी  सस्ती  मूल्य  है ।",6.036537692772739e-157,2.0129887358095873e-153,3.7470820203631546e-173
हालांकि  कोरोना  के  बाद  अब  डेंगू  और  वायरल  फीवर  ने  स्वास्थ्य  विभाग  की  चिंता  बढ़ा  दी  है ।,2.3878742181627785e-119,1.908255618664092e-114,1.756209573091335e-148
न्यायिक  हितों  के  कारण  उन्होंने  कहा  कि  घोषणा  उस  समय  निष्पादित  नहीं  की  जा  सकती ।,4.1646458131379114e-117,1.85792547647536e-113,6.266835724727557e-133
सांसद  पीएन  सिंह  के  पुत्र  प्रशांत  सिंह  ने  धनबाद  विधानसभा  के  लिए  भाजपा  से  टिकट  की  दावेदारी  पेश  की  है .,4.7867432024087894e-148,1.249628871706395e-142,8.202176260009283e-172
वह  कहती  हैं  कि  ' जब  ये  वाक्या  हुआ  था  तब  मेरी  उम्र  काफी  छोटी  थी  और  मुझे  समझ  नहीं  आया .,5.064705241958284e-153,1.454871841736502e-147,1.3727060499913729e-179
मेष: - आज  के  दिन  व्यापार  में  थोड़ी  मंदी  का  सामना  करना  पड़  सकता  है ।,9.276180881226846e-105,2.1871285275586528e-100,6.27476152214997e-133
लेकिन  शिक्षक  व  कर्मचारियों  को  मुख्यालय  में  रहना  होगा ।,5.710074054998579e-71,3.215627014757e-68,2.8685451988686278e-86
ेबी  अरिक  रामपाल  को  हैलो  कहिए । ',9.958948197947588e-67,5.798801668343002e-65,1.0237415219213884e-70
E 471 halal .,2.533242383611636e-36,2.5543038658773427e-35,1.3084983720847576e-39
एसपी  वेस्ट  डॉ ।,5.1237703526330935e-33,1.065033792971965e-31,1.3086388236444562e-39
सहायक  संचालक  एनके  चंद्रा  ने  बताया  कि  हिंदी  मुद्र  लेखन  परीक्षा  के  लिए  10 मिनट  का  समय  ही  तय  किया  गया  था ।,1.462442698145278e-157,1.0432292551530363e-151,2.296964332914532e-187
उन्होंने  बताया  कि  जन्म  के  6 माह  बाद  ही  उनकी  नेत्र  ज्योति  चली  गई ।,2.977755295846882e-101,1.6997819447596e-97,3.76483976703492e-125
इस  तरह  टोल  प्लाजा  पर  रुके  बगैर  शुल्क  का  भुगतान  हो  जाता  है ।,2.382454306142304e-94,5.202560257530588e-91,2.2588218618553387e-117
जिसमे  उन्होंने  कहा  है  कि  जियो  ने  सफलता  के  नए  प्रतिमान  गढे  हैं .,2.762451589086732e-101,1.5260394181935863e-97,2.2405014074227163e-117
शासकीय  जमीन  से  एक  झोपड़ी  को  भी  हटाया  गया ।,4.0089795547730455e-75,1.3202082868404107e-72,2.8635889611960677e-86
आपको  बता  दें  आईएसआईएस  के  ये  आतंकी  अमेरिका  के  अंदर  घुसकर  किसी  बडी  घटना  को  अंजाम  देने  की  फिराक  में  हैं ।,2.960017429112257e-144,6.453409071479717e-139,1.3728721084907373e-179
लेकिन  2019 के  बाद  जिले  में  पेट्रोलियम  का  कारोबार  खूब  फला  फूला ।,7.000342940217714e-96,8.722330794543183e-93,1.3418961361262985e-109
"बता  दें  कि  हरियाणा  के  अलावा  पंजाब , उत्तर  प्रदेश , राजस्थान , दिल्ली  और  कई  राज्यों  में  भी  डेरा  की  संपत्तियां  हैं ।",4.902518275604296e-208,4.858750798947315e-204,3.7542619266346474e-233
मैं  आपसे  माफी  मांगती  हूं  कि  आपको  इस  तरह  से  रहना  पड़ा ।,1.0284152958569807e-94,2.2669628706441047e-91,1.3403039961100596e-109
- कॉमर्स  वेबसाइट  फ्लिपकार्ट  की  बिग  दिवाली  सेल  का  आगाज़  हो  चुका  है ।,5.110096386219776e-94,3.462202417199491e-90,2.2424201434387317e-117
सच  में  पोरिवर्तन’ है .,4.776522715461634e-41,9.624755641947832e-40,2.1884493042659076e-47
